,cvxopt,quadprog,qpOases
0,0.0007812976837158203,0.00018262863159179688,0.00021409988403320312
1,0.0016202926635742188,0.00018453598022460938,0.000225067138671875
2,0.0016109943389892578,0.0001842975616455078,0.00024008750915527344
3,0.0017840862274169922,0.00018358230590820312,0.0002624988555908203
4,0.0017940998077392578,0.00018405914306640625,0.00027680397033691406
5,0.0017976760864257812,0.00018453598022460938,0.0003066062927246094
6,0.0017936229705810547,0.00018548965454101562,0.0003228187561035156
7,0.0019197463989257812,0.0001876354217529297,0.0003561973571777344
8,0.0019388198852539062,0.00017786026000976562,0.0003612041473388672
9,0.003929615020751953,0.00018286705017089844,0.0003876686096191406
10,0.0019838809967041016,0.00019502639770507812,0.0004448890686035156
11,0.0020935535430908203,0.00022149085998535156,0.00046896934509277344
12,0.0024590492248535156,0.00021338462829589844,0.0005106925964355469
13,0.0020499229431152344,0.0002067089080810547,0.0006139278411865234
14,0.0020689964294433594,0.00021004676818847656,0.0005967617034912109
15,0.0044934749603271484,0.0002155303955078125,0.0007052421569824219
16,0.002408742904663086,0.00022363662719726562,0.0007779598236083984
17,0.0022041797637939453,0.000209808349609375,0.0008082389831542969
18,0.002623319625854492,0.0001862049102783203,0.0008437633514404297
19,0.002442598342895508,0.000217437744140625,0.0009479522705078125
20,0.003047943115234375,0.00022721290588378906,0.0010223388671875
21,0.0030760765075683594,0.00022554397583007812,0.0011529922485351562
22,0.0023534297943115234,0.00022459030151367188,0.0012359619140625
23,0.0027506351470947266,0.00020623207092285156,0.001245737075805664
24,0.003056049346923828,0.00021600723266601562,0.0013518333435058594
25,0.003186941146850586,0.00021028518676757812,0.0015106201171875
26,0.0022907257080078125,0.00025653839111328125,0.001734018325805664
27,0.0025742053985595703,0.00025153160095214844,0.0017993450164794922
28,0.006333351135253906,0.0002894401550292969,0.0018799304962158203
29,0.0031943321228027344,0.000240325927734375,0.002128124237060547
30,0.0028994083404541016,0.00032138824462890625,0.0021386146545410156
31,0.0038928985595703125,0.0002727508544921875,0.002281665802001953
32,0.0034928321838378906,0.00030803680419921875,0.0024580955505371094
33,0.0035293102264404297,0.00035691261291503906,0.0026807785034179688
34,0.0035419464111328125,0.0003228187561035156,0.0030317306518554688
35,0.0036334991455078125,0.00032901763916015625,0.003118753433227539
36,0.019472599029541016,0.00040531158447265625,0.003730297088623047
37,0.007703542709350586,0.0004718303680419922,0.004665851593017578
38,0.0035228729248046875,0.0004608631134033203,0.004289150238037109
39,0.009317874908447266,0.0004215240478515625,0.004492998123168945
40,0.008529424667358398,0.00045180320739746094,0.004919290542602539
41,0.008652448654174805,0.0005447864532470703,0.005541801452636719
42,0.003317594528198242,0.0004470348358154297,0.005565643310546875
43,0.00426030158996582,0.0005173683166503906,0.0058934688568115234
44,0.004225254058837891,0.0005123615264892578,0.0029947757720947266
45,0.00397181510925293,0.0005018711090087891,0.006777763366699219
46,0.004296302795410156,0.000606536865234375,0.0073702335357666016
47,0.005002737045288086,0.0006449222564697266,0.008021354675292969
48,0.009074926376342773,0.0006706714630126953,0.008075475692749023
49,0.009123086929321289,0.0008080005645751953,0.004575490951538086
50,0.009592533111572266,0.0007536411285400391,0.004416942596435547
51,0.0045623779296875,0.0007953643798828125,0.0047304630279541016
52,0.004122495651245117,0.0006601810455322266,0.0054416656494140625
53,0.004778385162353516,0.0007584095001220703,0.00461125373840332
54,0.0052530765533447266,0.0008347034454345703,0.005138397216796875
55,0.009225845336914062,0.001104593276977539,0.011699914932250977
56,0.009645700454711914,0.0011715888977050781,0.011833906173706055
57,0.010916709899902344,0.0011637210845947266,0.013082027435302734
58,0.011671781539916992,0.00112152099609375,0.014076709747314453
59,0.004946708679199219,0.0010945796966552734,0.01442408561706543
60,0.004937648773193359,0.0012068748474121094,0.01415562629699707
61,0.005831241607666016,0.0012409687042236328,0.0074465274810791016
62,0.004877328872680664,0.0014083385467529297,0.008411884307861328
63,0.005434989929199219,0.0015413761138916016,0.01685357093811035
64,0.006433248519897461,0.0015118122100830078,0.008577823638916016
65,0.005942821502685547,0.0019087791442871094,0.00947117805480957
66,0.00529789924621582,0.0015192031860351562,0.009339570999145508
67,0.0061838626861572266,0.0016944408416748047,0.01074838638305664
68,0.0063648223876953125,0.0018200874328613281,0.010955095291137695
69,0.006081819534301758,0.0019004344940185547,0.012340068817138672
70,0.005972862243652344,0.0021109580993652344,0.011375188827514648
71,0.0061647891998291016,0.0019774436950683594,0.026799678802490234
72,0.0056705474853515625,0.0023751258850097656,0.02525496482849121
73,0.006049394607543945,0.002399921417236328,0.026427745819091797
74,0.005736351013183594,0.0021195411682128906,0.02740478515625
75,0.005836009979248047,0.002562999725341797,0.0309751033782959
76,0.006905555725097656,0.0027277469635009766,0.028323650360107422
77,0.006622791290283203,0.0031740665435791016,0.03325986862182617
78,0.005898475646972656,0.002910137176513672,0.03574347496032715
79,0.006922245025634766,0.0029702186584472656,0.036313772201538086
80,0.006290912628173828,0.0028922557830810547,0.037481069564819336
81,0.00626063346862793,0.0037283897399902344,0.039608001708984375
82,0.014190435409545898,0.0026769638061523438,0.038915157318115234
83,0.006656646728515625,0.0035140514373779297,0.038643836975097656
84,0.014452219009399414,0.006615400314331055,0.041793107986450195
85,0.008791685104370117,0.0035991668701171875,0.044705867767333984
86,0.008033514022827148,0.0034329891204833984,0.045104026794433594
87,0.0076715946197509766,0.004512310028076172,0.04819965362548828
88,0.014530658721923828,0.004294157028198242,0.05182933807373047
89,0.009541511535644531,0.004313230514526367,0.05400490760803223
90,0.00888371467590332,0.004246234893798828,0.05804181098937988
91,0.008519411087036133,0.005615234375,0.05770587921142578
92,0.014773368835449219,0.008354425430297852,0.06163358688354492
93,0.010132074356079102,0.004948616027832031,0.060456275939941406
94,0.009922504425048828,0.005421876907348633,0.07105302810668945
95,0.009675025939941406,0.005468130111694336,0.07147097587585449
96,0.017847537994384766,0.00864267349243164,0.07388734817504883
